timestamp,user_id,latitude,longitude,speed_mps,planned_route_id,distance_from_route_m,is_checkin,battery_percent,signal_strength,is_emergency_action,inactivity_minutes,anomaly_type
2025-01-02T14:27:00,user_10,26.36947414,93.1094149,2.463035467,R3,30.4612842,1,45,3,0,6,None
2025-01-02T14:27:30,user_30,26.81065963,92.33637666,1.112903713,R3,95.26126267,1,42,2,0,8,None
2025-01-02T14:28:00,user_23,26.97958827,92.33476335,0.650437577,R2,92.18107125,1,93,5,0,4,None
2025-01-02T14:28:30,user_26,26.87773875,93.02065684,0.613711826,R1,73.91829456,0,59,2,0,9,None
2025-01-02T14:29:00,user_41,27.24574716,93.45014756,2.997053133,R3,87.82792943,1,96,4,0,3,None
2025-01-02T14:29:30,user_39,27.46946052,93.41550819,1.182532848,R3,66.22770278,1,53,5,0,5,None
2025-01-02T14:30:00,user_44,26.02381192,93.38369012,2.11610823,R2,0.204751349,0,97,2,0,7,None
2025-01-02T14:30:30,user_35,26.61974455,93.79053635,2.258249188,R1,76.24652415,0,90,2,0,8,None
2025-01-02T14:31:00,user_50,27.33885829,93.6321132,1.612941926,R1,12.3415592,1,64,3,0,6,None
2025-01-02T14:31:30,user_13,26.1871458,92.74096128,0.982477144,R1,0.936330275,1,83,4,0,0,None
2025-01-02T14:32:00,user_32,27.22442124,93.25047312,2.521036236,R2,22.11476805,1,42,4,0,7,None
2025-01-02T14:32:30,user_33,26.0107031,93.96852708,0,,31.92180522,0,45,4,0,44,Inactive
2025-01-02T14:33:00,user_48,26.25571564,92.38754051,2.347037069,R1,67.21755466,0,44,3,0,9,None
2025-01-02T14:33:30,user_45,26.19114637,93.8671268,2.638697397,R3,88.10030931,0,94,2,0,4,None
2025-01-02T14:34:00,user_28,27.02102053,93.76620387,0.504887412,,42.71144766,0,94,4,0,10,None
2025-01-02T14:34:30,user_47,26.41105339,93.36034695,0,R2,23.32933638,0,76,0,0,76,Inactive
2025-01-02T14:35:00,user_37,26.07044697,93.83678298,1.831025706,R1,31.62419647,0,61,2,0,6,None
2025-01-02T14:35:30,user_20,27.48539697,92.45125601,2.223872412,R1,95.77756828,0,50,4,0,3,None
2025-01-02T14:36:00,user_16,26.93899203,92.19345219,1.69991605,R1,80.80590742,1,93,4,0,9,None
2025-01-02T14:36:30,user_50,26.71036479,93.91760532,2.581293781,,82.16337959,0,100,2,0,8,None
2025-01-02T14:37:00,user_45,27.14614786,93.25069752,1.947336173,R1,8.553469907,0,64,4,0,0,None
2025-01-02T14:37:30,user_4,27.17396936,92.12400447,1.703580649,R1,338.3521811,0,33,5,0,13,OffRoute
2025-01-02T14:38:00,user_39,26.44237516,92.76291097,0,R1,4.79151257,0,62,1,0,126,Inactive
2025-01-02T14:38:30,user_30,26.68011687,92.92841819,1.570264352,R3,62.02107044,1,81,2,0,1,None
2025-01-02T14:39:00,user_41,26.88172003,92.21601318,0.530721456,R3,71.32993942,0,97,3,0,9,None
2025-01-02T14:39:30,user_3,26.53308682,92.96279861,0,R1,31.04254434,0,41,1,0,53,Inactive
2025-01-02T14:40:00,user_10,26.19152113,93.16904459,1.782814349,,65.17049801,1,77,3,0,5,None
2025-01-02T14:40:30,user_33,26.46301162,92.68580063,1.422074988,R1,0.808184235,0,43,3,0,9,None
2025-01-02T14:41:00,user_45,26.63309171,92.39081426,1.000929759,,90.85002184,1,52,5,0,1,None
2025-01-02T14:41:30,user_11,26.89964345,92.66229087,1.946026872,R1,96.30648891,1,66,4,0,9,None
2025-01-02T14:42:00,user_30,26.68145314,93.57838277,0.605480375,R2,21.94058815,0,84,3,0,0,None
2025-01-02T14:42:30,user_1,26.35852856,93.46917236,2.881470572,R3,33.15151096,0,65,3,0,6,None
2025-01-02T14:43:00,user_13,26.01483814,92.71577333,0,R3,27.73458031,0,47,3,0,48,Inactive
2025-01-02T14:43:30,user_47,26.06585724,92.05937115,0,R2,9.891249718,0,38,2,0,52,Inactive
2025-01-02T14:44:00,user_25,26.50972624,93.10900991,0.946353577,R1,2.149202806,0,41,3,0,4,None
2025-01-02T14:44:30,user_46,26.50757492,92.42047476,1.640509196,R1,36.96406544,0,100,5,0,5,None
2025-01-02T14:45:00,user_28,26.17773998,93.76544624,0,R2,57.50438765,0,11,2,1,6,Distress
2025-01-02T14:45:30,user_21,27.38152039,93.52616475,0,R2,88.09888086,0,19,0,0,88,Dropoff
2025-01-02T14:46:00,user_31,26.07988846,93.59122384,2.68212873,R1,85.15026384,1,53,2,0,9,None
2025-01-02T14:46:30,user_32,26.25115031,92.77623169,0,,44.12110435,0,75,2,0,126,Inactive
2025-01-02T14:47:00,user_26,26.26849778,93.42497375,1.288213507,R1,638.3079387,1,54,4,0,15,OffRoute
2025-01-02T14:47:30,user_37,26.3107994,93.78976925,1.630200175,R2,23.43845918,1,67,5,0,3,None
2025-01-02T14:48:00,user_15,27.40324836,92.74821471,1.876379935,R1,13.43303155,1,68,4,0,1,None
2025-01-02T14:48:30,user_21,26.69787967,93.24225164,1.565255859,R3,46.75509887,1,91,5,0,6,None
2025-01-02T14:49:00,user_18,26.57355639,92.35913146,1.084475999,R2,64.53548526,0,58,2,0,5,None
2025-01-02T14:49:30,user_48,26.14761366,92.14269735,0.595703463,R3,20.03065969,1,56,4,0,3,None
2025-01-02T14:50:00,user_50,26.28596365,93.20806809,0,R3,20.67976892,0,17,0,0,89,Dropoff
2025-01-02T14:50:30,user_26,26.42276791,92.69326472,2.992105838,R2,94.58150074,0,70,3,0,9,None
2025-01-02T14:51:00,user_22,26.34038945,93.49827415,1.68609563,R1,51.58253505,1,86,5,0,8,None
2025-01-02T14:51:30,user_24,26.46961225,92.3756931,2.425327665,R2,69.79412691,1,68,2,0,3,None
2025-01-02T14:52:00,user_27,26.86626267,92.25669128,2.858385003,,0.968115404,1,61,3,0,10,None
2025-01-02T14:52:30,user_38,27.02864421,92.80673743,0,R1,38.93217023,0,48,2,0,98,Inactive
2025-01-02T14:53:00,user_26,26.85136614,92.06441799,0.84783684,R1,97.72433337,1,64,3,0,5,None
2025-01-02T14:53:30,user_7,26.80173587,92.37667736,0.77159589,R2,56.95150119,1,45,3,0,7,None
2025-01-02T14:54:00,user_15,26.04808873,93.3780491,1.721533306,R3,18.66921052,1,58,3,0,1,None
2025-01-02T14:54:30,user_26,26.98935484,92.13995887,0.643632952,R2,51.85316802,1,95,5,0,2,None
2025-01-02T14:55:00,user_20,27.48439269,92.25827534,1.546033008,,74.31427544,0,48,3,0,6,None
2025-01-02T14:55:30,user_18,27.22684415,93.32958529,0.896953125,R2,57.50913839,0,72,5,0,4,None
2025-01-02T14:56:00,user_30,26.01116496,92.28538398,0.659925107,,39.92369146,1,98,5,0,3,None
2025-01-02T14:56:30,user_26,26.86419913,93.47458142,1.219779462,R2,88.09940734,1,84,4,0,7,None
2025-01-02T14:57:00,user_26,26.62257914,92.35915622,2.044341291,R1,43.2076614,0,84,2,0,6,None
2025-01-02T14:57:30,user_32,26.35954289,93.74107918,1.184440693,,62.80832033,0,84,3,0,4,None
2025-01-02T14:58:00,user_50,27.48858458,93.10564779,0,R3,49.76581908,0,23,4,0,39,Inactive
2025-01-02T14:58:30,user_25,26.6151441,92.32967821,1.018430239,R3,4.46351652,0,80,5,0,0,None
2025-01-02T14:59:00,user_32,27.11893616,93.71154629,1.49168582,,1.073736139,0,60,5,0,1,None
2025-01-02T14:59:30,user_11,26.10235576,93.09685708,1.105734023,R2,95.00184241,1,92,4,0,2,None
2025-01-02T15:00:00,user_44,27.25774378,93.21397711,0.94309151,R3,12.41513829,0,44,2,0,6,None
2025-01-02T15:00:30,user_41,26.23024472,92.71617398,1.041681083,R1,3.444484541,0,68,2,0,10,None
2025-01-02T15:01:00,user_24,26.58592758,92.6166485,0.63103814,R2,0.466573275,0,99,3,0,6,None
2025-01-02T15:01:30,user_43,26.29997854,92.03207689,0,R2,101.1349927,0,8,0,0,3,Distress
2025-01-02T15:02:00,user_35,27.08601725,92.08802502,1.781250252,,81.56243364,0,79,3,0,5,None
2025-01-02T15:02:30,user_1,27.40838484,92.24160792,1.034449967,,35.65763259,0,65,4,0,2,None
2025-01-02T15:03:00,user_14,26.31915191,92.44019239,2.144904256,,27.84576241,1,42,2,0,9,None
2025-01-02T15:03:30,user_39,26.45230137,93.19773819,0,R3,213.7593326,0,9,0,0,9,Distress
2025-01-02T15:04:00,user_43,27.47212384,93.39263073,2.194751306,,97.23668528,1,51,4,0,2,None
2025-01-02T15:04:30,user_15,26.10127022,92.0352976,2.780258137,R1,44.89115654,0,72,2,0,8,None
2025-01-02T15:05:00,user_24,26.92452301,93.79355885,1.272121572,,73.79132839,0,43,3,0,3,None
2025-01-02T15:05:30,user_9,26.4449221,92.30334117,1.010963325,R3,3.790671556,1,87,4,0,9,None
2025-01-02T15:06:00,user_15,26.47630799,93.57394176,0.599018691,R3,79.17797713,1,88,2,0,6,None
2025-01-02T15:06:30,user_34,26.51409262,92.41163487,0.581110972,R3,942.3747224,0,97,3,0,7,OffRoute
2025-01-02T15:07:00,user_14,26.27531821,93.25956503,0.661542201,R2,49.16422894,0,80,3,0,3,None
2025-01-02T15:07:30,user_20,26.13763909,93.1852613,2.578052197,R2,93.18126902,0,67,5,0,3,None
2025-01-02T15:08:00,user_18,27.08251065,92.48984992,0.941088762,,24.89694305,1,80,3,0,4,None
2025-01-02T15:08:30,user_49,26.12002396,93.9451104,1.495611183,R2,16.77660381,1,72,5,0,7,None
2025-01-02T15:09:00,user_36,27.22940571,93.5871172,0.549527693,R2,38.14193117,1,78,3,0,1,None
2025-01-02T15:09:30,user_9,26.38593758,92.92730247,1.634007765,,37.51468849,1,44,4,0,9,None
2025-01-02T15:10:00,user_26,26.29357362,93.83226387,0.510451377,R3,86.16551273,1,65,5,0,5,None
2025-01-02T15:10:30,user_13,26.57605614,92.61562165,2.968805156,,7.123435593,0,64,3,0,0,None
2025-01-02T15:11:00,user_42,27.43564531,93.54254076,2.378943513,,34.85786878,1,84,2,0,7,None
2025-01-02T15:11:30,user_17,27.38977813,93.47132841,1.105882173,,3.450757207,0,84,3,0,5,None
2025-01-02T15:12:00,user_50,27.41639783,92.29473478,1.118537005,R1,57.83417966,0,40,2,0,10,None
2025-01-02T15:12:30,user_11,26.96659609,93.83376571,1.494167304,,58.61604286,0,96,5,0,1,None
2025-01-02T15:13:00,user_49,26.37930685,92.60443913,2.919208578,R1,65.848606,1,86,5,0,6,None
2025-01-02T15:13:30,user_45,26.16391111,93.14522339,2.493834867,R3,81.42280217,0,99,5,0,4,None
2025-01-02T15:14:00,user_28,26.00963046,92.33679738,1.237584893,R2,367.8094629,1,56,5,0,13,OffRoute
2025-01-02T15:14:30,user_8,26.26460195,92.37280008,0,,6.716603114,0,33,4,0,92,Inactive
2025-01-02T15:15:00,user_29,26.8506382,92.42514675,1.00235212,R1,74.99157353,1,97,5,0,3,None
2025-01-02T15:15:30,user_38,27.30254299,92.33225227,1.232813963,R2,37.77285377,0,61,2,0,4,None
2025-01-02T15:16:00,user_34,26.71684568,93.34560918,0.752022855,R1,6.105646689,0,46,3,0,0,None
2025-01-02T15:16:30,user_39,26.5634987,93.04014824,2.905144698,,26.58357988,1,88,4,0,7,None
2025-01-02T15:17:00,user_25,26.5048253,93.36372,1.357693627,R1,31.52238042,1,82,5,0,3,None
2025-01-02T15:17:30,user_34,27.46295759,93.74615486,2.515675513,R3,0.308466298,0,41,2,0,6,None
2025-01-02T15:18:00,user_43,27.42659291,93.50287948,1.1213441,R2,45.19180776,1,72,5,0,10,None
2025-01-02T15:18:30,user_48,26.00469366,93.27614652,2.854844265,R3,32.21835719,1,95,2,0,10,None
2025-01-02T15:19:00,user_43,27.01689413,92.4671173,1.71134036,R1,73.92046348,1,67,5,0,1,None
2025-01-02T15:19:30,user_6,27.10141661,92.58772595,0.987692388,R3,14.31614449,0,48,5,0,8,None
2025-01-02T15:20:00,user_16,27.24853117,93.99260948,2.968049021,R2,46.68030453,0,70,3,0,7,None
2025-01-02T15:20:30,user_25,26.25564952,93.88841976,2.249772506,R3,10.54696771,0,99,4,0,0,None
2025-01-02T15:21:00,user_6,26.33056405,92.51525709,1.690755795,R3,89.75108837,0,99,5,0,1,None
2025-01-02T15:21:30,user_42,27.30791091,93.86355991,2.415843467,,60.06794204,1,64,5,0,10,None
2025-01-02T15:22:00,user_48,27.21267122,92.44710167,0.789224913,R1,8.768034064,1,87,3,0,1,None
2025-01-02T15:22:30,user_25,26.85925851,92.25483493,1.283430728,,38.01951079,1,43,3,0,0,None
2025-01-02T15:23:00,user_1,26.47946448,92.73004768,2.198255426,,79.65653027,0,46,5,0,8,None
2025-01-02T15:23:30,user_10,26.47388934,93.63229592,1.242058881,R1,21.89042382,1,49,4,0,10,None
2025-01-02T15:24:00,user_32,26.89832046,92.61778285,2.97583778,R3,12.34640127,1,80,3,0,9,None
2025-01-02T15:24:30,user_50,27.05621071,92.75341725,2.952856988,R2,33.31445467,0,84,2,0,3,None
2025-01-02T15:25:00,user_22,27.2851682,93.45479093,1.247754443,,81.50121619,0,75,5,0,2,None
2025-01-02T15:25:30,user_36,27.01684803,93.9806286,1.636571278,,573.7441663,1,44,5,0,9,OffRoute
2025-01-02T15:26:00,user_42,26.14597935,92.64683717,0,R2,118.6916198,0,20,1,0,26,Dropoff
2025-01-02T15:26:30,user_48,26.86573611,92.88376748,1.706104295,R1,89.72180869,0,91,3,0,3,None
2025-01-02T15:27:00,user_44,26.54333866,93.71228259,0.754869604,R2,78.54992523,1,100,5,0,2,None
2025-01-02T15:27:30,user_38,27.38897801,92.19209546,2.9353969,,17.96328794,0,72,4,0,0,None
2025-01-02T15:28:00,user_45,27.45459046,93.25394509,1.50998499,R2,3.399282782,1,71,4,0,3,None
2025-01-02T15:28:30,user_41,26.97919545,92.75074328,1.537692275,,856.7276468,1,68,2,0,2,OffRoute
2025-01-02T15:29:00,user_18,26.55098458,92.24000077,0.706592476,R1,48.9218441,0,41,5,0,10,None
2025-01-02T15:29:30,user_7,27.19151557,92.36219319,1.710478693,R3,64.4596649,1,76,3,0,6,None
2025-01-02T15:30:00,user_5,26.09524745,93.81776105,2.488062068,R1,18.48898486,1,75,5,0,0,None
2025-01-02T15:30:30,user_21,27.13026232,92.41492754,2.146455953,R1,11.73260672,0,40,5,0,9,None
2025-01-02T15:31:00,user_33,26.05871474,93.15016206,2.131601251,R3,8.782092901,0,45,2,0,4,None
2025-01-02T15:31:30,user_34,26.54533946,93.0888543,1.557628318,R3,94.52284847,0,59,2,0,0,None
2025-01-02T15:32:00,user_45,26.98873637,92.88984058,1.942678673,R1,69.51014944,1,78,3,0,8,None
2025-01-02T15:32:30,user_14,26.99392549,92.08947111,0.555100924,R3,399.1671317,0,97,4,0,6,OffRoute
2025-01-02T15:33:00,user_25,26.41609358,93.45820881,0,R2,63.30225178,0,17,1,0,90,Dropoff
2025-01-02T15:33:30,user_41,26.60008906,92.16650815,1.135448483,R2,42.5343364,0,44,4,0,2,None
2025-01-02T15:34:00,user_21,27.07166745,93.12728431,2.119427778,,51.14274443,1,92,3,0,2,None
2025-01-02T15:34:30,user_5,26.56841285,93.9280354,1.118744215,R3,27.01252336,0,83,5,0,8,None
2025-01-02T15:35:00,user_25,26.96026623,92.72563897,1.333793372,R2,27.32530024,1,40,2,0,3,None
2025-01-02T15:35:30,user_45,26.56794853,92.21000546,2.814089651,R3,17.57313723,1,46,4,0,4,None
2025-01-02T15:36:00,user_31,26.82731335,93.21493389,2.741425608,R2,17.07474166,0,62,5,0,6,None
2025-01-02T15:36:30,user_4,26.38859155,93.3733167,2.283056653,R3,65.75629348,1,76,4,0,2,None
2025-01-02T15:37:00,user_33,27.06125362,92.49822326,2.021757476,R3,70.67867626,1,62,5,0,2,None
2025-01-02T15:37:30,user_20,26.41373446,92.85553017,2.854192524,,88.138771,1,80,2,0,3,None
2025-01-02T15:38:00,user_6,27.1558676,93.69049122,2.086691701,R3,7.669321246,0,50,2,0,3,None
2025-01-02T15:38:30,user_31,26.83123966,92.98570107,0,,43.71764809,0,75,1,0,84,Inactive
2025-01-02T15:39:00,user_48,26.77251723,93.99590885,2.720201335,R1,69.78819529,0,79,3,0,6,None
2025-01-02T15:39:30,user_11,27.07124011,93.40518343,2.374169881,R2,24.4226247,0,78,5,0,10,None
2025-01-02T15:40:00,user_11,26.26222129,92.73410187,0.699978201,R3,547.3040735,1,83,3,0,1,OffRoute
2025-01-02T15:40:30,user_19,27.45459261,92.67591719,2.197657933,R3,83.17264061,1,59,5,0,1,None
2025-01-02T15:41:00,user_32,26.31959892,93.47605144,1.353262917,R1,452.2242363,0,79,4,0,9,OffRoute
2025-01-02T15:41:30,user_26,26.5336161,93.2310605,1.321379503,R3,35.38927444,1,96,3,0,0,None
2025-01-02T15:42:00,user_1,26.0132956,92.86160763,0.993861085,R2,52.90965625,1,47,5,0,2,None
2025-01-02T15:42:30,user_35,27.15417141,92.50026951,1.6767467,R3,37.43094675,1,97,3,0,5,None
2025-01-02T15:43:00,user_46,26.16304249,92.87714414,2.598393653,R2,16.18343006,1,40,4,0,5,None
2025-01-02T15:43:30,user_31,26.16599846,92.56979953,0.834200829,R3,42.10557695,0,50,3,0,5,None
2025-01-02T15:44:00,user_33,26.17818846,92.97813567,1.73891899,,68.1736482,1,88,5,0,2,None
2025-01-02T15:44:30,user_4,26.19712651,93.91535719,2.481782392,R3,12.61235785,0,89,3,0,5,None
2025-01-02T15:45:00,user_16,26.64449758,93.19417365,0.520072226,R2,48.01930136,1,45,5,0,4,None
2025-01-02T15:45:30,user_16,27.09387286,92.37372047,0,,42.17082534,0,17,2,0,34,Dropoff
2025-01-02T15:46:00,user_9,26.29761869,93.4129218,0,,56.60069881,0,8,0,0,9,Distress
2025-01-02T15:46:30,user_25,26.05754965,93.98079759,2.822745829,,42.6302977,0,45,2,0,9,None
2025-01-02T15:47:00,user_42,26.78745677,93.40031772,2.950310853,R1,22.17752363,1,43,5,0,6,None
2025-01-02T15:47:30,user_12,26.45643498,92.53849218,1.201389852,R1,35.10245138,0,60,2,0,6,None
2025-01-02T15:48:00,user_17,26.00080389,93.32086151,1.304099016,,28.531697,0,67,3,0,4,None
2025-01-02T15:48:30,user_22,26.54537186,92.60871339,0,R3,4.844361048,0,80,1,0,31,Inactive
2025-01-02T15:49:00,user_14,27.11193815,92.72276993,2.447020769,,52.88620636,0,81,4,0,5,None
2025-01-02T15:49:30,user_7,26.13084676,92.21273104,2.073896571,R1,60.18351251,0,52,5,0,0,None
2025-01-02T15:50:00,user_13,27.412727,93.23802074,1.253691042,,47.41985201,0,42,3,0,3,None
2025-01-02T15:50:30,user_29,26.82574352,92.50505102,2.692688356,R1,85.34382943,1,97,4,0,8,None
2025-01-02T15:51:00,user_45,27.36627377,92.13541699,1.547510403,R2,93.13323271,0,50,4,0,8,None
2025-01-02T15:51:30,user_44,26.43448453,93.91160584,0,R1,9.119008624,0,26,1,0,44,Dropoff
2025-01-02T15:52:00,user_1,26.24827733,93.50145558,1.46037605,R2,77.93721735,1,53,3,0,6,None
2025-01-02T15:52:30,user_20,26.85784697,93.18422551,0.522153312,R2,92.86273032,1,72,4,0,8,None
2025-01-02T15:53:00,user_41,26.44454553,92.5370293,0.797758489,R2,22.39294503,0,58,2,0,8,None
2025-01-02T15:53:30,user_14,27.413069,92.55551301,0,R1,6.648569655,0,16,1,0,141,Inactive
2025-01-02T15:54:00,user_40,26.00209994,92.6949238,1.407739304,R3,558.3771134,1,37,3,0,2,OffRoute
2025-01-02T15:54:30,user_2,26.48695271,92.11452686,2.53980539,R1,82.39317861,1,51,4,0,3,None
2025-01-02T15:55:00,user_15,27.08390329,93.37623078,2.864140761,R3,25.73451688,0,92,5,0,10,None
2025-01-02T15:55:30,user_24,26.40319025,93.1633276,2.519332403,R2,75.28976977,1,54,5,0,2,None
2025-01-02T15:56:00,user_47,27.35325222,92.18738212,0.95378386,R2,18.50280226,0,76,5,0,2,None
2025-01-02T15:56:30,user_13,26.97134641,92.04209461,0,R1,8.145932438,0,60,4,0,52,Inactive
2025-01-02T15:57:00,user_47,26.21528354,92.85279006,1.637560399,R1,64.51187579,0,86,3,0,6,None
2025-01-02T15:57:30,user_50,26.90494027,92.75575026,0.551789789,R1,82.65622483,0,48,3,0,10,None
2025-01-02T15:58:00,user_46,26.40148471,93.87719678,1.999092952,R1,79.24004344,0,74,4,0,0,None
2025-01-02T15:58:30,user_10,26.30348246,92.96085086,1.907128086,R2,44.43261982,1,61,5,0,2,None
2025-01-02T15:59:00,user_7,26.08381326,93.3840824,2.068714633,,12.30755152,0,74,4,0,0,None
2025-01-02T15:59:30,user_15,26.21275254,93.82433392,0.560002175,,42.71354331,1,81,4,0,2,None
2025-01-02T16:00:00,user_23,27.03014943,93.4297024,2.75403663,R1,49.18205751,0,46,4,0,1,None
2025-01-02T16:00:30,user_34,26.92354515,92.23670194,2.808299019,R3,91.98736033,0,51,5,0,0,None
2025-01-02T16:01:00,user_18,26.89941723,93.35886662,0.875550089,,66.7273385,1,62,2,0,4,None
2025-01-02T16:01:30,user_50,26.99259757,93.86576367,2.526798537,R2,71.13066822,0,95,3,0,1,None
2025-01-02T16:02:00,user_47,26.48038401,92.78119915,2.303358659,R3,78.5546094,0,47,5,0,7,None
2025-01-02T16:02:30,user_31,26.21700173,92.64610682,0.818839367,,76.75354137,1,71,5,0,5,None
2025-01-02T16:03:00,user_35,26.90261467,93.27320837,0.845553193,,94.40302674,1,66,5,0,3,None
2025-01-02T16:03:30,user_16,26.79871165,93.6428084,1.461568134,R3,58.09639373,0,84,2,0,6,None
2025-01-02T16:04:00,user_24,26.00429916,93.98781062,0.542886629,R2,55.8374468,0,43,4,0,2,None
2025-01-02T16:04:30,user_4,26.44204593,92.28828048,2.633280515,R2,97.18196014,0,53,3,0,6,None
2025-01-02T16:05:00,user_43,26.17585371,93.39156147,0.857691448,R1,73.30815198,1,43,2,0,6,None
2025-01-02T16:05:30,user_6,26.71523985,93.18785129,0,R2,7.908659812,0,56,1,0,48,Inactive
2025-01-02T16:06:00,user_48,26.11559794,93.13836631,2.534278147,R3,14.97172249,1,87,3,0,2,None
2025-01-02T16:06:30,user_4,26.70527675,93.44511484,1.609934091,R1,64.48471523,1,47,3,0,0,None
2025-01-02T16:07:00,user_37,26.9062604,92.34716041,0.90087197,R3,39.63906902,1,75,4,0,6,None
2025-01-02T16:07:30,user_48,27.06402922,92.84734052,0.892001593,R2,97.31223292,1,100,3,0,8,None
2025-01-02T16:08:00,user_31,26.60060364,92.11199364,1.480727397,R3,82.25049656,0,92,5,0,8,None
2025-01-02T16:08:30,user_7,26.97904993,92.81019975,1.451175153,R1,5.46716586,1,52,4,0,5,None
2025-01-02T16:09:00,user_5,26.11671286,93.20638033,2.616523186,R2,2.804885983,0,74,2,0,4,None
2025-01-02T16:09:30,user_6,26.89566613,93.51304288,1.272800281,R1,55.16913772,0,55,4,0,10,None
2025-01-02T16:10:00,user_26,26.84560898,93.58045141,0.614201532,R2,31.45802922,0,62,4,0,4,None
2025-01-02T16:10:30,user_48,26.47170866,92.78128261,1.389593232,R1,12.95168899,0,61,5,0,10,None
2025-01-02T16:11:00,user_10,26.75326568,93.55012037,0.559213277,,79.60692971,0,58,3,0,7,None
2025-01-02T16:11:30,user_33,26.11812929,93.25190544,2.882045737,R3,23.15700791,0,89,3,0,3,None
2025-01-02T16:12:00,user_16,26.67122031,92.26239515,1.227103974,R2,62.34707673,0,97,5,0,6,None
2025-01-02T16:12:30,user_10,27.49551425,93.21375409,2.895039129,R3,56.69008615,0,91,2,0,7,None
2025-01-02T16:13:00,user_19,26.82070408,93.93789424,2.453613793,R2,8.716768398,1,60,3,0,1,None
2025-01-02T16:13:30,user_49,26.10224276,93.15302325,1.383421192,,7.11339204,1,70,4,0,7,None
2025-01-02T16:14:00,user_26,26.97543812,92.28089449,0.809915561,,56.87334499,1,94,4,0,0,None
2025-01-02T16:14:30,user_21,27.28550144,93.83428023,0,R3,19.34763578,0,33,2,0,66,Dropoff
2025-01-02T16:15:00,user_48,26.12523582,92.82638847,1.625230682,R2,87.74086228,0,79,2,0,10,None
2025-01-02T16:15:30,user_5,27.04961794,93.12160081,0.886405584,R2,10.52980072,0,76,5,0,6,None
2025-01-02T16:16:00,user_12,26.5823345,92.92455714,0.7337578,R1,46.58775961,1,46,2,0,10,None
2025-01-02T16:16:30,user_39,27.37619053,93.8449815,2.420541626,,19.94709998,0,60,4,0,5,None
2025-01-02T16:17:00,user_10,26.31895278,93.48256952,0.785816086,R2,45.45786458,0,100,5,0,8,None
2025-01-02T16:17:30,user_4,26.48027993,92.06264651,2.002693533,R2,38.02848239,1,70,3,0,5,None
2025-01-02T16:18:00,user_6,27.3020309,93.90529002,0,R2,34.18357202,0,42,1,0,64,Inactive
2025-01-02T16:18:30,user_12,26.10388857,92.81013696,1.245842007,R1,71.22067023,0,82,4,0,6,None
2025-01-02T16:19:00,user_35,26.13866189,93.80328347,10.13028722,R2,49.35998439,0,16,1,1,5,Distress
2025-01-02T16:19:30,user_21,27.44838475,92.87356797,2.781494545,R3,57.03168689,0,44,3,0,0,None
2025-01-02T16:20:00,user_17,26.02128017,93.79300222,2.834548498,R1,49.94456683,0,90,5,0,5,None
2025-01-02T16:20:30,user_48,27.48235791,93.88664749,2.643167669,R2,63.42930529,0,42,3,0,10,None
2025-01-02T16:21:00,user_37,26.63026416,93.09217246,0.749151542,R1,564.2896,0,44,5,0,11,OffRoute
2025-01-02T16:21:30,user_27,26.55538462,92.72758891,1.254861178,,30.69654219,1,81,5,0,1,None
2025-01-02T16:22:00,user_30,26.52759347,93.65637172,0,,63.87737936,0,8,0,0,62,Dropoff
2025-01-02T16:22:30,user_45,26.55968223,93.10550714,0.906642846,R1,43.58761637,1,80,4,0,4,None
2025-01-02T16:23:00,user_48,27.49304483,93.61187953,0.759530099,R1,64.96245862,1,46,5,0,9,None
2025-01-02T16:23:30,user_15,26.95028773,93.00672304,0,,120.8805967,0,27,0,0,57,Dropoff
2025-01-02T16:24:00,user_1,26.82738187,92.22900221,2.64085658,R3,95.05514959,1,66,5,0,5,None
2025-01-02T16:24:30,user_1,27.17329408,93.01512163,1.169022852,,65.86818417,1,83,3,0,4,None
2025-01-02T16:25:00,user_37,26.04901192,92.05249363,2.476275321,,84.07696248,1,61,3,0,8,None
2025-01-02T16:25:30,user_25,26.36274667,93.94698065,7.889906051,R2,248.5649699,0,5,2,1,9,Distress
2025-01-02T16:26:00,user_33,26.60467853,92.63624989,0,R1,7.922182768,0,22,1,0,59,Inactive
2025-01-02T16:26:30,user_14,26.9471616,93.56856259,2.607576817,R1,62.73183816,0,100,4,0,4,None
2025-01-02T16:27:00,user_2,26.13989811,92.87484208,2.072235315,R2,59.32881918,0,76,5,0,0,None
2025-01-02T16:27:30,user_20,27.47512129,93.2689263,0,R2,38.87948742,0,40,1,0,53,Inactive
2025-01-02T16:28:00,user_10,26.80312583,92.49050884,2.450072382,R1,78.60481991,0,57,2,0,4,None
2025-01-02T16:28:30,user_19,26.95757985,93.15870915,0.758548076,R3,45.91277236,0,46,3,0,9,None
2025-01-02T16:29:00,user_7,27.34190718,92.18555428,0,,24.71225256,0,36,3,0,76,Inactive
2025-01-02T16:29:30,user_41,27.19316218,92.82749026,1.716293237,,62.56827569,1,64,4,0,3,None
2025-01-02T16:30:00,user_23,27.21282358,92.35961287,0.525350729,,17.86770721,0,47,4,0,9,None
2025-01-02T16:30:30,user_35,27.49237407,93.19998574,0.512536387,R1,52.17485558,0,52,2,0,4,None
2025-01-02T16:31:00,user_2,26.77699238,93.52192195,0,R3,10.81532645,0,24,1,0,76,Inactive
2025-01-02T16:31:30,user_46,26.20784753,92.16688552,0,R3,80.27715968,0,3,1,0,7,Distress
